ID,Data Campionamento,Totalizzato (m3),Componenti nucleo,STAZIONE,TEMPERATURA MINIMA,TEMPERATURA MASSIMA,UMIDITA MINIMA,UMIDITA MASSIMA,PRECIPITAZIONI (mm),VENTO m/s,DIREZIONE
324052,20/08/23 00:00,166.742,1,MANTOVA CAMPO CANOA,28,29.3,67,71,0,0.6,90
324052,20/08/23 01:00,166.742,1,MANTOVA CAMPO CANOA,26.3,28.1,72,78,0,0.1,45
324052,20/08/23 02:00,166.742,1,MANTOVA CAMPO CANOA,25.1,26.3,78,84,0,0.1,45
324052,20/08/23 03:00,166.742,1,MANTOVA CAMPO CANOA,24.7,25.2,84,86,0,0,45
324052,20/08/23 04:00,166.742,1,MANTOVA CAMPO CANOA,24.1,24.9,85,87,0,0.1,45
324052,20/08/23 05:00,166.742,1,MANTOVA CAMPO CANOA,23.7,24.2,87,89,0,0,45
324052,20/08/23 06:00,166.812,1,MANTOVA CAMPO CANOA,23.7,24.2,85,88,0,0.1,45
324052,20/08/23 07:00,166.812,1,MANTOVA CAMPO CANOA,23.7,23.9,87,89,0,0,45
324052,20/08/23 08:00,166.812,1,MANTOVA CAMPO CANOA,23.8,24.9,85,88,0,0,45
324052,20/08/23 09:00,166.812,1,MANTOVA CAMPO CANOA,25,27.5,78,86,0,0,45
324052,20/08/23 10:00,166.822,1,MANTOVA CAMPO CANOA,27.5,30.4,67,78,0,0.1,45
324052,20/08/23 11:00,166.822,1,MANTOVA CAMPO CANOA,30.5,32,62,67,0,0.7,203
324052,20/08/23 12:00,166.85,1,MANTOVA CAMPO CANOA,31,31.7,59,65,0,2.3,180
324052,20/08/23 13:00,166.856,1,MANTOVA CAMPO CANOA,30.5,33.8,56,62,0,1.8,180
324052,20/08/23 14:00,166.891,1,MANTOVA CAMPO CANOA,31.4,35.3,52,58,0,1.6,180
324052,20/08/23 15:00,166.891,1,MANTOVA CAMPO CANOA,33.5,35.5,47,56,0,1.4,180
324052,20/08/23 16:00,166.891,1,MANTOVA CAMPO CANOA,34.6,37.3,45,50,0,0.8,203
324052,20/08/23 17:00,166.891,1,MANTOVA CAMPO CANOA,36.2,38.4,42,48,0,0.9,248
324052,20/08/23 18:00,166.938,1,MANTOVA CAMPO CANOA,36.4,38.6,43,49,0,0.9,113
324052,20/08/23 19:00,166.957,1,MANTOVA CAMPO CANOA,35,37.8,45,50,0,1,113
324052,20/08/23 20:00,166.957,1,MANTOVA CAMPO CANOA,31,36.1,47,56,0,0.5,90
324052,20/08/23 21:00,166.957,1,MANTOVA CAMPO CANOA,31.3,32.4,56,66,0,1.2,113
324052,20/08/23 22:00,166.995,1,MANTOVA CAMPO CANOA,30.6,31.2,59,65,0,1.4,113
324052,20/08/23 23:00,166.995,1,MANTOVA CAMPO CANOA,29.8,30.7,59,63,0,1,113
324052,21/08/23 00:00,166.995,1,MANTOVA CAMPO CANOA,27.9,30.2,57,71,0,0.8,23
324052,21/08/23 01:00,166.995,1,MANTOVA CAMPO CANOA,27.3,28,70,75,0,0.1,68
324052,21/08/23 02:00,166.995,1,MANTOVA CAMPO CANOA,26.6,27.3,74,82,0,0,68
324052,21/08/23 03:00,166.995,1,MANTOVA CAMPO CANOA,26,26.7,76,81,0,0.2,68
324052,21/08/23 04:00,167.022,1,MANTOVA CAMPO CANOA,26,26.6,79,84,0,0.3,0
324052,21/08/23 05:00,167.042,1,MANTOVA CAMPO CANOA,25.5,26.2,84,87,0,0.3,0
324052,21/08/23 06:00,167.042,1,MANTOVA CAMPO CANOA,25.1,25.6,87,88,0,0.2,45
324052,21/08/23 07:00,167.042,1,MANTOVA CAMPO CANOA,24.9,25.2,87,91,0,0.1,23
324052,21/08/23 08:00,167.042,1,MANTOVA CAMPO CANOA,24.9,25.7,87,89,0,0.5,338
324052,21/08/23 09:00,167.042,1,MANTOVA CAMPO CANOA,25.7,27.5,84,89,0,0.4,338
324052,21/08/23 10:00,167.042,1,MANTOVA CAMPO CANOA,27.5,29.5,70,84,0,0.8,180
324052,21/08/23 11:00,167.042,1,MANTOVA CAMPO CANOA,29.6,32.2,60,70,0,1,180
324052,21/08/23 12:00,167.042,1,MANTOVA CAMPO CANOA,31.8,34.7,51,63,0,1.6,180
324052,21/08/23 13:00,167.12,1,MANTOVA CAMPO CANOA,31.6,36,50,56,0,1.7,180
324052,21/08/23 14:00,167.203,1,MANTOVA CAMPO CANOA,32.3,35.5,46,53,0,1.7,180
324052,21/08/23 15:00,167.203,1,MANTOVA CAMPO CANOA,34.4,36,44,50,0,1.9,180
324052,21/08/23 16:00,167.203,1,MANTOVA CAMPO CANOA,34.9,36.1,44,50,0,1.5,180
324052,21/08/23 17:00,167.261,1,MANTOVA CAMPO CANOA,34.9,37.7,42,50,0,1.6,180
324052,21/08/23 18:00,167.261,1,MANTOVA CAMPO CANOA,35.5,36.9,43,48,0,1.4,180
324052,21/08/23 19:00,167.261,1,MANTOVA CAMPO CANOA,35.6,36.7,44,48,0,1.1,180
324052,21/08/23 20:00,167.261,1,MANTOVA CAMPO CANOA,33.8,36.5,43,49,0,1.1,135
324052,21/08/23 21:00,167.261,1,MANTOVA CAMPO CANOA,31.5,35.1,48,58,0,0.4,113
324052,21/08/23 22:00,167.261,1,MANTOVA CAMPO CANOA,30.4,31.5,57,70,0,0.1,113
324052,21/08/23 23:00,167.265,1,MANTOVA CAMPO CANOA,29.4,30.5,61,77,0,0,113
324052,22/08/23 00:00,167.328,1,MANTOVA CAMPO CANOA,29.3,29.8,61,71,0,0.2,113
324052,22/08/23 01:00,167.328,1,MANTOVA CAMPO CANOA,27.6,29.5,62,72,0,0.1,23
324052,22/08/23 02:00,167.328,1,MANTOVA CAMPO CANOA,26.5,27.6,73,80,0,0,23
324052,22/08/23 03:00,167.328,1,MANTOVA CAMPO CANOA,25.7,26.4,79,83,0,0,45
324052,22/08/23 04:00,167.339,1,MANTOVA CAMPO CANOA,25.1,25.8,83,84,0,0,45
324052,22/08/23 05:00,167.339,1,MANTOVA CAMPO CANOA,25.1,25.8,79,84,0,0.2,45
324052,22/08/23 06:00,167.339,1,MANTOVA CAMPO CANOA,25.6,25.9,79,87,0,0.1,0
324052,22/08/23 07:00,167.343,1,MANTOVA CAMPO CANOA,25.4,25.7,86,89,0,0.3,0
324052,22/08/23 08:00,167.343,1,MANTOVA CAMPO CANOA,25.3,26,87,89,0,0.4,0
324052,22/08/23 09:00,167.383,1,MANTOVA CAMPO CANOA,25.9,26.7,83,87,0,1.1,180
324052,22/08/23 10:00,167.406,1,MANTOVA CAMPO CANOA,26.7,28.9,75,84,0,1.1,203
324052,22/08/23 11:00,167.409,1,MANTOVA CAMPO CANOA,29,32.5,58,75,0,0.7,203
324052,22/08/23 12:00,167.424,1,MANTOVA CAMPO CANOA,32.6,33.8,56,62,0,0.7,203
324052,22/08/23 13:00,167.46,1,MANTOVA CAMPO CANOA,32.4,35.8,49,59,0,1,293
324052,22/08/23 14:00,167.46,1,MANTOVA CAMPO CANOA,33.2,35.9,49,54,0,1.6,293
324052,22/08/23 15:00,167.46,1,MANTOVA CAMPO CANOA,34.2,36.5,48,57,0,1.7,270
324052,22/08/23 16:00,167.46,1,MANTOVA CAMPO CANOA,34.9,37.6,40,52,0,1.8,180
324052,22/08/23 17:00,167.46,1,MANTOVA CAMPO CANOA,36.5,39,36,44,0,1,225
324052,22/08/23 18:00,167.46,1,MANTOVA CAMPO CANOA,37.2,39,36,46,0,1.2,180
324052,22/08/23 19:00,167.46,1,MANTOVA CAMPO CANOA,36.4,38.1,44,50,0,1.3,113
324052,22/08/23 20:00,167.46,1,MANTOVA CAMPO CANOA,34.4,37.4,41,47,0,0.9,135
324052,22/08/23 21:00,167.46,1,MANTOVA CAMPO CANOA,31.7,36.5,42,60,0,0.4,68
324052,22/08/23 22:00,167.537,1,MANTOVA CAMPO CANOA,31.3,32.2,50,58,0,0.5,68
324052,22/08/23 23:00,167.538,1,MANTOVA CAMPO CANOA,29.9,31.3,53,60,0,0.3,68
324052,23/08/23 00:00,167.566,1,MANTOVA CAMPO CANOA,29.2,30,60,63,0,0.3,68
324052,23/08/23 01:00,167.566,1,MANTOVA CAMPO CANOA,27.5,29.2,62,71,0,0,68
324052,23/08/23 02:00,167.566,1,MANTOVA CAMPO CANOA,25.9,27.5,71,78,0,0.2,45
324052,23/08/23 03:00,167.566,1,MANTOVA CAMPO CANOA,25.4,26,78,82,0,0.4,158
324052,23/08/23 04:00,167.58,1,MANTOVA CAMPO CANOA,24.7,25.6,79,82,0,0,158
324052,23/08/23 05:00,167.58,1,MANTOVA CAMPO CANOA,24.2,24.7,81,84,0,0,158
324052,23/08/23 06:00,167.58,1,MANTOVA CAMPO CANOA,24.2,24.5,82,84,0,0,338
324052,23/08/23 07:00,167.58,1,MANTOVA CAMPO CANOA,24.2,24.9,82,88,0,0.5,113
324052,23/08/23 08:00,167.58,1,MANTOVA CAMPO CANOA,24.2,25.3,81,88,0,0.8,158
324052,23/08/23 09:00,167.627,1,MANTOVA CAMPO CANOA,25.4,27.1,75,82,0,1,180
324052,23/08/23 10:00,167.64,1,MANTOVA CAMPO CANOA,27,29.1,72,78,0,0.9,315
324052,23/08/23 11:00,167.654,1,MANTOVA CAMPO CANOA,29.1,31.9,60,73,0,1.5,315
324052,23/08/23 12:00,167.658,1,MANTOVA CAMPO CANOA,31.7,34.5,56,62,0,1.2,315
324052,23/08/23 13:00,167.658,1,MANTOVA CAMPO CANOA,33.3,38,50,57,0,0.7,293
324052,23/08/23 14:00,167.658,1,MANTOVA CAMPO CANOA,36.2,37.3,42,51,0,1.1,315
324052,23/08/23 15:00,167.675,1,MANTOVA CAMPO CANOA,36,37.1,44,50,0,1.4,315
324052,23/08/23 16:00,167.684,1,MANTOVA CAMPO CANOA,36.1,38.2,42,48,0,1.3,315
324052,23/08/23 17:00,167.684,1,MANTOVA CAMPO CANOA,37.8,40.8,35,49,0,0.8,293
324052,23/08/23 18:00,167.702,1,MANTOVA CAMPO CANOA,38.7,39.8,34,41,0,1.1,315
324052,23/08/23 19:00,167.738,1,MANTOVA CAMPO CANOA,37.3,38.8,38,43,0,1.4,113
324052,23/08/23 20:00,167.773,1,MANTOVA CAMPO CANOA,34.9,38.4,37,53,0,1.3,135
324052,23/08/23 21:00,167.773,1,MANTOVA CAMPO CANOA,33,37.1,43,52,0,0.2,0
324052,23/08/23 22:00,167.817,1,MANTOVA CAMPO CANOA,32.6,33.6,46,57,0,0.2,135
324052,23/08/23 23:00,167.823,1,MANTOVA CAMPO CANOA,30,32.7,51,65,0,0.1,45
324052,24/08/23 00:00,167.823,1,MANTOVA CAMPO CANOA,29.5,30,59,67,0,0.2,45
324052,24/08/23 01:00,167.823,1,MANTOVA CAMPO CANOA,29.2,30,51,59,0,0.1,68
324052,24/08/23 02:00,167.823,1,MANTOVA CAMPO CANOA,28.4,29.3,54,61,0,0.2,90
324052,24/08/23 03:00,167.831,1,MANTOVA CAMPO CANOA,26.7,28.4,61,72,0,0,45
324052,24/08/23 04:00,167.857,1,MANTOVA CAMPO CANOA,26.4,26.8,69,75,0,0.1,45
324052,24/08/23 05:00,167.862,1,MANTOVA CAMPO CANOA,25.9,26.4,74,81,0,0,248
324052,24/08/23 06:00,167.862,1,MANTOVA CAMPO CANOA,26,26.4,76,80,0,0,45
324052,24/08/23 07:00,167.862,1,MANTOVA CAMPO CANOA,24.6,26,79,84,0,0.1,68
324052,24/08/23 08:00,167.862,1,MANTOVA CAMPO CANOA,24.5,25.7,84,85,0,0.1,158
324052,24/08/23 09:00,167.862,1,MANTOVA CAMPO CANOA,25.7,27.8,77,86,0,0.4,315
324052,24/08/23 10:00,167.862,1,MANTOVA CAMPO CANOA,27.8,29.5,72,78,0,0.8,203
324052,24/08/23 11:00,167.862,1,MANTOVA CAMPO CANOA,29.4,30.8,66,73,0,2,180
324052,24/08/23 12:00,167.862,1,MANTOVA CAMPO CANOA,30.9,33.2,60,68,0,1.3,203
324052,24/08/23 13:00,167.925,1,MANTOVA CAMPO CANOA,32.1,35.8,53,63,0,2.1,180
324052,24/08/23 14:00,167.938,1,MANTOVA CAMPO CANOA,32.9,36.2,44,56,0,2.1,180
324052,24/08/23 15:00,167.938,1,MANTOVA CAMPO CANOA,33.3,37.7,41,54,0,2.4,180
324052,24/08/23 16:00,167.949,1,MANTOVA CAMPO CANOA,34.9,39.5,38,45,0,1.9,180
324052,24/08/23 17:00,167.949,1,MANTOVA CAMPO CANOA,36.4,39.3,37,49,0,1.9,180
324052,24/08/23 18:00,167.949,1,MANTOVA CAMPO CANOA,36.5,38.4,37,47,0,1.2,180
324052,24/08/23 19:00,167.949,1,MANTOVA CAMPO CANOA,36.5,40,37,50,0,0.3,113
324052,24/08/23 20:00,167.952,1,MANTOVA CAMPO CANOA,34.2,39.1,41,48,0,0.1,45
324052,24/08/23 21:00,168.036,1,MANTOVA CAMPO CANOA,31.8,35.5,47,61,0,0,45
324052,24/08/23 22:00,168.046,1,MANTOVA CAMPO CANOA,31.5,32.3,56,65,0,0.3,45
324052,24/08/23 23:00,168.046,1,MANTOVA CAMPO CANOA,30.2,31.5,64,66,0,0.2,45
324052,25/08/23 00:00,168.046,1,MANTOVA CAMPO CANOA,28.9,30.1,65,73,0,0.1,68
324052,25/08/23 01:00,168.046,1,MANTOVA CAMPO CANOA,28,28.9,73,76,0,0.1,45
324052,25/08/23 02:00,168.046,1,MANTOVA CAMPO CANOA,27.1,28,76,81,0,0,68
324052,25/08/23 03:00,168.066,1,MANTOVA CAMPO CANOA,26.5,27.1,78,82,0,0.1,68
324052,25/08/23 04:00,168.087,1,MANTOVA CAMPO CANOA,25.6,26.6,79,82,0,0,0
324052,25/08/23 05:00,168.096,1,MANTOVA CAMPO CANOA,25.3,25.8,77,83,0,0,23
324052,25/08/23 06:00,168.096,1,MANTOVA CAMPO CANOA,25.5,26,78,81,0,0.1,23
324052,25/08/23 07:00,168.096,1,MANTOVA CAMPO CANOA,25.2,26.4,79,85,0,0.8,203
324052,25/08/23 08:00,168.096,1,MANTOVA CAMPO CANOA,25.4,26,82,84,0,0.1,45
324052,25/08/23 09:00,168.096,1,MANTOVA CAMPO CANOA,26,27.6,76,83,0,0.2,338
324052,25/08/23 10:00,168.096,1,MANTOVA CAMPO CANOA,27.6,29.5,75,78,0,0.7,203
324052,25/08/23 11:00,168.096,1,MANTOVA CAMPO CANOA,29.5,33.7,57,75,0,0.5,45
324052,25/08/23 12:00,168.096,1,MANTOVA CAMPO CANOA,33.6,36.6,51,59,0,0.5,45
324052,25/08/23 13:00,168.096,1,MANTOVA CAMPO CANOA,33.8,37.2,47,58,0,1.2,203
324052,25/08/23 14:00,168.138,1,MANTOVA CAMPO CANOA,33.7,35.9,47,59,0,2.2,180
324052,25/08/23 15:00,168.165,1,MANTOVA CAMPO CANOA,33.6,36.8,42,53,0,2,180
324052,25/08/23 16:00,168.188,1,MANTOVA CAMPO CANOA,33.8,40,37,53,0,1.4,180
324052,25/08/23 17:00,168.24,1,MANTOVA CAMPO CANOA,38,40.9,35,40,0,1.2,180
324052,25/08/23 18:00,168.241,1,MANTOVA CAMPO CANOA,38.3,40.5,35,43,0,0.6,90
324052,25/08/23 19:00,168.241,1,MANTOVA CAMPO CANOA,38.3,40.4,35,41,0,0.7,113
324052,25/08/23 20:00,168.241,1,MANTOVA CAMPO CANOA,34.9,38.5,40,47,0,0.2,45
324052,25/08/23 21:00,168.241,1,MANTOVA CAMPO CANOA,32.7,37.2,47,59,0,1,45
324052,25/08/23 22:00,168.325,1,MANTOVA CAMPO CANOA,31.1,32.7,59,76,0,0.3,90
324052,25/08/23 23:00,168.325,1,MANTOVA CAMPO CANOA,29.7,31.1,76,80,0,0.2,45
324052,26/08/23 00:00,168.325,1,MANTOVA CAMPO CANOA,29,29.8,78,81,0,0.1,45
324052,26/08/23 01:00,168.325,1,MANTOVA CAMPO CANOA,28.8,29.1,70,79,0,0.1,45
324052,26/08/23 02:00,168.325,1,MANTOVA CAMPO CANOA,27.5,28.9,70,75,0,0.9,113
324052,26/08/23 03:00,168.338,1,MANTOVA CAMPO CANOA,27.5,28,74,77,0,1.3,113
324052,26/08/23 04:00,168.338,1,MANTOVA CAMPO CANOA,26.4,27.6,77,85,0,0.3,68
324052,26/08/23 05:00,168.338,1,MANTOVA CAMPO CANOA,25.9,26.4,85,89,0,0.2,45
324052,26/08/23 06:00,168.338,1,MANTOVA CAMPO CANOA,25.1,25.9,87,89,0,0.5,68
324052,26/08/23 07:00,168.371,1,MANTOVA CAMPO CANOA,24.6,25.2,86,87,0,0.1,68
324052,26/08/23 08:00,168.384,1,MANTOVA CAMPO CANOA,24.6,25.5,86,87,0,0.2,113
324052,26/08/23 09:00,168.396,1,MANTOVA CAMPO CANOA,25.5,26.9,80,86,0,0.6,113
324052,26/08/23 10:00,168.396,1,MANTOVA CAMPO CANOA,26.9,28.5,76,84,0,1.8,180
324052,26/08/23 11:00,168.396,1,MANTOVA CAMPO CANOA,28.5,30.3,70,78,0,2,180
324052,26/08/23 12:00,168.407,1,MANTOVA CAMPO CANOA,30.2,32.9,54,70,0,1.3,180
324052,26/08/23 13:00,168.408,1,MANTOVA CAMPO CANOA,31.6,34.2,50,56,0,1.4,315
324052,26/08/23 14:00,168.409,1,MANTOVA CAMPO CANOA,31.2,35,45,55,0,1.8,315
324052,26/08/23 15:00,168.409,1,MANTOVA CAMPO CANOA,33.2,37.3,40,47,0,1.2,180
324052,26/08/23 16:00,168.447,1,MANTOVA CAMPO CANOA,34.1,38.8,39,46,0,1.3,180
324052,26/08/23 17:00,168.517,1,MANTOVA CAMPO CANOA,33.9,37.9,38,47,0,0.9,180
324052,26/08/23 18:00,168.517,1,MANTOVA CAMPO CANOA,33.6,37.3,42,46,0,1.7,113
324052,26/08/23 19:00,168.545,1,MANTOVA CAMPO CANOA,32.7,37.1,40,53,0,1.5,270
324052,26/08/23 20:00,168.59,1,MANTOVA CAMPO CANOA,32,33.9,46,57,0,0.8,45
324052,26/08/23 21:00,168.59,1,MANTOVA CAMPO CANOA,28.3,31.9,59,70,0,2.6,293
324052,26/08/23 22:00,168.59,1,MANTOVA CAMPO CANOA,27.3,28.4,70,76,0,1.2,270
324052,26/08/23 23:00,168.59,1,MANTOVA CAMPO CANOA,27.2,27.7,68,75,0,1.7,225
324052,27/08/23 00:00,168.59,1,MANTOVA CAMPO CANOA,26,27.2,71,76,0,2.4,248
324052,27/08/23 01:00,168.59,1,MANTOVA CAMPO CANOA,25.6,26,75,79,0,2.1,248
324052,27/08/23 02:00,168.59,1,MANTOVA CAMPO CANOA,24.2,25.7,77,85,0,1.9,315
324052,27/08/23 03:00,168.59,1,MANTOVA CAMPO CANOA,23.5,24.2,84,87,0,1.1,135
324052,27/08/23 04:00,168.59,1,MANTOVA CAMPO CANOA,22.8,23.5,86,88,0,0.8,113
324052,27/08/23 05:00,168.59,1,MANTOVA CAMPO CANOA,23.2,23.5,86,89,0,0.4,68
324052,27/08/23 06:00,168.658,1,MANTOVA CAMPO CANOA,23.1,23.6,86,90,0,0.5,68
324052,27/08/23 07:00,168.658,1,MANTOVA CAMPO CANOA,23.2,23.5,88,90,0,0.3,45
324052,27/08/23 08:00,168.658,1,MANTOVA CAMPO CANOA,23,23.7,90,93,0.6,0.3,90
324052,27/08/23 09:00,168.658,1,MANTOVA CAMPO CANOA,23.6,24.9,90,93,0,0.2,45
324052,27/08/23 10:00,168.658,1,MANTOVA CAMPO CANOA,24.9,26.9,86,90,0,0.2,45
324052,27/08/23 11:00,168.688,1,MANTOVA CAMPO CANOA,26.9,28,82,86,0,0.3,45
324052,27/08/23 12:00,168.688,1,MANTOVA CAMPO CANOA,27.7,28.4,81,83,0,0.2,23
324052,27/08/23 13:00,168.69,1,MANTOVA CAMPO CANOA,28.5,29.3,72,82,0,0.5,23
324052,27/08/23 14:00,168.69,1,MANTOVA CAMPO CANOA,27.1,29.1,69,73,0,1.3,0
324052,27/08/23 15:00,168.717,1,MANTOVA CAMPO CANOA,26.1,27.1,70,73,0.2,2.8,315
324052,27/08/23 16:00,168.717,1,MANTOVA CAMPO CANOA,24.2,26,72,81,0,2.1,315
324052,27/08/23 17:00,168.717,1,MANTOVA CAMPO CANOA,24.6,25.6,79,82,0,1.6,270
324052,27/08/23 18:00,168.736,1,MANTOVA CAMPO CANOA,25.6,26.6,75,78,0,1.3,293
324052,27/08/23 19:00,168.764,1,MANTOVA CAMPO CANOA,26.2,26.7,75,81,0,0.2,315
324052,27/08/23 20:00,168.815,1,MANTOVA CAMPO CANOA,25.9,26.3,74,80,0,0.2,23
324052,27/08/23 21:00,168.828,1,MANTOVA CAMPO CANOA,25.3,26,76,79,0,0.2,23
324052,27/08/23 22:00,168.828,1,MANTOVA CAMPO CANOA,24.5,25.4,79,89,0,0.1,135
324052,27/08/23 23:00,168.828,1,MANTOVA CAMPO CANOA,24,24.5,82,90,0,0.1,113
324052,28/08/23 00:00,168.828,1,MANTOVA CAMPO CANOA,23.8,24.3,87,91,0,0.1,113
324052,28/08/23 01:00,168.828,1,MANTOVA CAMPO CANOA,24,25.4,77,90,0,0.4,45
324052,04/09/23 02:00,170.783,1,MANTOVA CAMPO CANOA,22.9,23.6,87,90,0,0.2,113
324052,04/09/23 03:00,170.783,1,MANTOVA CAMPO CANOA,22.4,23,90,91,0,0,113
324052,04/09/23 04:00,170.783,1,MANTOVA CAMPO CANOA,21.5,22.3,91,93,0,0.2,113
324052,04/09/23 05:00,170.783,1,MANTOVA CAMPO CANOA,20.9,21.6,93,94,0,0.1,45
324052,04/09/23 06:00,170.783,1,MANTOVA CAMPO CANOA,20.7,21.1,93,94,0,0,90
324052,04/09/23 07:00,170.783,1,MANTOVA CAMPO CANOA,20.5,20.8,94,95,0,0,90
324052,04/09/23 08:00,170.828,1,MANTOVA CAMPO CANOA,20.6,21,89,95,0,0,338
324052,04/09/23 09:00,170.916,1,MANTOVA CAMPO CANOA,21,23.4,83,89,0,0.1,338
324052,04/09/23 10:00,170.947,1,MANTOVA CAMPO CANOA,23.4,26.9,77,83,0,0.4,45
324052,04/09/23 11:00,170.95,1,MANTOVA CAMPO CANOA,26.4,27.2,74,79,0,1.4,113
324052,04/09/23 12:00,170.973,1,MANTOVA CAMPO CANOA,26.7,28.5,63,76,0,2.2,135
324052,04/09/23 13:00,170.995,1,MANTOVA CAMPO CANOA,27.5,29.9,58,66,0,2.1,113
324052,04/09/23 14:00,170.995,1,MANTOVA CAMPO CANOA,28.5,30.1,55,60,0,2.1,113
324052,04/09/23 15:00,170.995,1,MANTOVA CAMPO CANOA,29.3,30.1,53,57,0,1.1,180
324052,04/09/23 16:00,170.995,1,MANTOVA CAMPO CANOA,29.5,32.7,48,56,0,1.1,180
324052,04/09/23 17:00,170.995,1,MANTOVA CAMPO CANOA,29.8,31.2,49,58,0,1.5,180
324052,04/09/23 18:00,170.995,1,MANTOVA CAMPO CANOA,30.2,32.2,47,56,0,1.2,180
324052,04/09/23 19:00,170.995,1,MANTOVA CAMPO CANOA,29.2,31.7,48,56,0,0.9,113
324052,04/09/23 20:00,170.995,1,MANTOVA CAMPO CANOA,27.5,29.1,54,58,0,0.6,113
324052,04/09/23 21:00,170.995,1,MANTOVA CAMPO CANOA,25.7,27.4,58,60,0,1.7,113
324052,04/09/23 22:00,171.046,1,MANTOVA CAMPO CANOA,24.6,25.8,60,63,0,2.4,113
324052,04/09/23 23:00,171.077,1,MANTOVA CAMPO CANOA,23.6,24.7,62,63,0,3,113
324052,05/09/23 00:00,171.111,1,MANTOVA CAMPO CANOA,23.3,23.8,61,63,0,2.5,113
324052,05/09/23 01:00,171.111,1,MANTOVA CAMPO CANOA,23.4,23.9,59,62,0,1.2,90
324052,05/09/23 02:00,171.111,1,MANTOVA CAMPO CANOA,22.9,23.7,62,68,0,0.1,45
324052,05/09/23 03:00,171.111,1,MANTOVA CAMPO CANOA,21.8,22.9,67,76,0,0,23
324052,05/09/23 04:00,171.122,1,MANTOVA CAMPO CANOA,20.8,21.8,76,82,0,0,23
324052,05/09/23 05:00,171.122,1,MANTOVA CAMPO CANOA,20.9,22,76,82,0,0.1,45
324052,05/09/23 06:00,171.122,1,MANTOVA CAMPO CANOA,21.8,22.2,65,77,0,0.2,45
324052,05/09/23 07:00,171.122,1,MANTOVA CAMPO CANOA,21.4,21.9,65,68,0,0.1,45
324052,05/09/23 08:00,171.173,1,MANTOVA CAMPO CANOA,21.3,21.8,68,70,0,0.1,45
324052,05/09/23 09:00,171.186,1,MANTOVA CAMPO CANOA,21.7,22.9,64,69,0,0.3,45
324052,05/09/23 10:00,171.212,1,MANTOVA CAMPO CANOA,22.8,24,60,64,0,0.4,45
324052,05/09/23 11:00,171.214,1,MANTOVA CAMPO CANOA,23.9,25,57,61,0,0.9,45
324052,05/09/23 12:00,171.22,1,MANTOVA CAMPO CANOA,24.9,28.5,48,58,0,0.9,45
324052,05/09/23 13:00,171.249,1,MANTOVA CAMPO CANOA,27.4,29.1,43,50,0,1.6,45
324052,05/09/23 14:00,171.249,1,MANTOVA CAMPO CANOA,27.7,29.4,41,47,0,1.4,68
324052,05/09/23 15:00,171.249,1,MANTOVA CAMPO CANOA,28.5,30.4,38,43,0,1.1,23
324052,05/09/23 16:00,171.249,1,MANTOVA CAMPO CANOA,29.6,31.5,35,39,0,1,23
324052,05/09/23 17:00,171.259,1,MANTOVA CAMPO CANOA,29.2,32.2,33,37,0,0.8,45
324052,05/09/23 18:00,171.259,1,MANTOVA CAMPO CANOA,28.6,32.4,30,37,0,0.7,45
324052,05/09/23 19:00,171.261,1,MANTOVA CAMPO CANOA,30,31.1,33,38,0,0.6,45
324052,05/09/23 20:00,171.299,1,MANTOVA CAMPO CANOA,25.6,30.4,37,48,0,0.4,68
324052,05/09/23 21:00,171.311,1,MANTOVA CAMPO CANOA,23.6,25.6,49,56,0,0.1,23
324052,05/09/23 22:00,171.311,1,MANTOVA CAMPO CANOA,22.4,23.7,54,60,0,0.3,68
324052,05/09/23 23:00,171.311,1,MANTOVA CAMPO CANOA,20.6,22.4,59,70,0,0.5,45
324052,06/09/23 00:00,171.311,1,MANTOVA CAMPO CANOA,20.7,21.3,64,69,0,0.8,338
324052,06/09/23 01:00,171.311,1,MANTOVA CAMPO CANOA,19.9,21.5,64,75,0,0.4,0
324052,09/09/23 02:00,172.219,1,MANTOVA CAMPO CANOA,19.7,20.5,78,80,0,0,90
324052,09/09/23 03:00,172.219,1,MANTOVA CAMPO CANOA,19.5,20,79,84,0,0.1,90
324052,09/09/23 04:00,172.219,1,MANTOVA CAMPO CANOA,19.6,20.3,78,82,0,0.1,45
324052,09/09/23 05:00,172.219,1,MANTOVA CAMPO CANOA,19.8,20.2,81,87,0,0.7,0
324052,09/09/23 06:00,172.23,1,MANTOVA CAMPO CANOA,19.7,20.3,86,89,0,1,338
324052,09/09/23 07:00,172.23,1,MANTOVA CAMPO CANOA,19.1,20.2,87,90,0,1,338
324052,09/09/23 08:00,172.245,1,MANTOVA CAMPO CANOA,19.3,20.4,85,87,0,0.7,338
324052,09/09/23 09:00,172.286,1,MANTOVA CAMPO CANOA,20.4,21.5,77,84,0,1.2,315
324052,09/09/23 10:00,172.286,1,MANTOVA CAMPO CANOA,21.3,23.6,76,80,0,1.3,315
324052,09/09/23 11:00,172.286,1,MANTOVA CAMPO CANOA,23.6,26.1,60,77,0,1.4,315
324052,09/09/23 12:00,172.298,1,MANTOVA CAMPO CANOA,26.1,28.8,52,64,0,1,203
324052,09/09/23 13:00,172.319,1,MANTOVA CAMPO CANOA,27.6,28.7,52,58,0,1.4,203
324052,09/09/23 14:00,172.319,1,MANTOVA CAMPO CANOA,26.7,31.3,45,56,0,1.3,180
